2.3005e-02	7.1999e-04
2.3246e-02	7.1811e-04
2.3487e-02	7.1648e-04
2.3729e-02	7.1509e-04
2.3970e-02	7.1412e-04
2.4211e-02	7.1310e-04
2.4452e-02	7.1223e-04
2.4693e-02	7.1162e-04
2.4935e-02	7.1100e-04
2.5176e-02	7.1100e-04
2.5417e-02	7.1100e-04
2.5658e-02	7.1100e-04
2.5899e-02	7.1100e-04
2.6141e-02	7.1100e-04
2.6382e-02	7.1100e-04
2.6623e-02	7.1100e-04
2.6864e-02	7.1100e-04
2.7106e-02	7.1100e-04
2.7347e-02	7.1100e-04
2.7588e-02	7.1100e-04
2.7829e-02	7.1100e-04
2.8070e-02	7.1100e-04
2.8312e-02	7.1100e-04
2.8553e-02	7.1100e-04
2.8794e-02	7.1100e-04
2.9035e-02	7.1100e-04
2.9276e-02	7.1100e-04
2.9518e-02	7.1100e-04
2.9759e-02	7.1100e-04
3.0000e-02	7.1100e-04
