5.0000e-03	4.6964e-02
5.0553e-03	4.6980e-02
5.1106e-03	4.7005e-02
5.1658e-03	4.7022e-02
5.2211e-03	4.7051e-02
5.2764e-03	4.7073e-02
5.3317e-03	4.7105e-02
5.3869e-03	4.7122e-02
5.4422e-03	4.7149e-02
5.4975e-03	4.7170e-02
5.5528e-03	4.7196e-02
5.6080e-03	4.7224e-02
5.6633e-03	4.7254e-02
5.7186e-03	4.7285e-02
5.7739e-03	4.7306e-02
5.8291e-03	4.7335e-02
5.8844e-03	4.7356e-02
5.9397e-03	4.7388e-02
5.9950e-03	4.7413e-02
6.0503e-03	4.7454e-02
6.1055e-03	4.7480e-02
6.1608e-03	4.7512e-02
6.2161e-03	4.7537e-02
6.2714e-03	4.7569e-02
6.3266e-03	4.7599e-02
6.3819e-03	4.7633e-02
6.4372e-03	4.7675e-02
6.4925e-03	4.7708e-02
6.5477e-03	4.7741e-02
6.6030e-03	4.7769e-02
6.6583e-03	4.7805e-02
6.7136e-03	4.7836e-02
6.7688e-03	4.7879e-02
6.8241e-03	4.7920e-02
6.8794e-03	4.7963e-02
6.9347e-03	4.7993e-02
6.9899e-03	4.8033e-02
7.0452e-03	4.8068e-02
7.1005e-03	4.8109e-02
7.1558e-03	4.8155e-02
7.2111e-03	4.8206e-02
7.2663e-03	4.8250e-02
7.3216e-03	4.8287e-02
7.3769e-03	4.8331e-02
7.4322e-03	4.8370e-02
7.4874e-03	4.8420e-02
7.5427e-03	4.8468e-02
7.5980e-03	4.8533e-02
7.6533e-03	4.8575e-02
7.7085e-03	4.8625e-02
7.7638e-03	4.8670e-02
7.8191e-03	4.8722e-02
7.8744e-03	4.8776e-02
7.9296e-03	4.8837e-02
7.9849e-03	4.8910e-02
8.0402e-03	4.8961e-02
8.0955e-03	4.9017e-02
8.1508e-03	4.9071e-02
8.2060e-03	4.9134e-02
8.2613e-03	4.9195e-02
8.3166e-03	4.9271e-02
8.3719e-03	4.9351e-02
8.4271e-03	4.9418e-02
8.4824e-03	4.9480e-02
8.5377e-03	4.9552e-02
8.5930e-03	4.9624e-02
8.6482e-03	4.9704e-02
8.7035e-03	4.9793e-02
8.7588e-03	4.9892e-02
8.8141e-03	4.9972e-02
8.8693e-03	5.0053e-02
8.9246e-03	5.0142e-02
8.9799e-03	5.0232e-02
9.0352e-03	5.0336e-02
9.0905e-03	5.0444e-02
9.1457e-03	5.0571e-02
9.2010e-03	5.0670e-02
9.2563e-03	5.0782e-02
9.3116e-03	5.0895e-02
9.3668e-03	5.1021e-02
9.4221e-03	5.1156e-02
9.4774e-03	5.1306e-02
9.5327e-03	5.1471e-02
9.5879e-03	5.1616e-02
9.6432e-03	5.1774e-02
9.6985e-03	5.1944e-02
9.7538e-03	5.2135e-02
9.8090e-03	5.2346e-02
9.8643e-03	5.2593e-02
9.9196e-03	5.2868e-02
9.9749e-03	5.3163e-02
1.0030e-02	5.3510e-02
1.0085e-02	5.3945e-02
1.0141e-02	5.4492e-02
1.0196e-02	5.5211e-02
1.0251e-02	5.6171e-02
1.0307e-02	5.7473e-02
1.0362e-02	5.9237e-02
1.0417e-02	6.1718e-02
1.0472e-02	6.5248e-02
1.0528e-02	7.0307e-02
1.0583e-02	7.7631e-02
1.0638e-02	8.8342e-02
1.0693e-02	1.0437e-01
1.0749e-02	1.2951e-01
1.0804e-02	1.6946e-01
1.0859e-02	2.1925e-01
1.0915e-02	2.7169e-01
1.0970e-02	3.2438e-01
1.1025e-02	3.7606e-01
1.1080e-02	4.2617e-01
1.1136e-02	4.7377e-01
1.1191e-02	5.1872e-01
1.1246e-02	5.6077e-01
1.1302e-02	5.9982e-01
1.1357e-02	6.3576e-01
1.1412e-02	6.6858e-01
1.1467e-02	6.9856e-01
1.1523e-02	7.2519e-01
1.1578e-02	7.4875e-01
1.1633e-02	7.6916e-01
1.1688e-02	7.8675e-01
1.1744e-02	8.0259e-01
1.1799e-02	8.1716e-01
1.1854e-02	8.3099e-01
1.1910e-02	8.4364e-01
1.1965e-02	8.5554e-01
1.2020e-02	8.6678e-01
1.2075e-02	8.7742e-01
1.2131e-02	8.8754e-01
1.2186e-02	8.9718e-01
1.2241e-02	9.0669e-01
1.2296e-02	9.1547e-01
1.2352e-02	9.2390e-01
1.2407e-02	9.3199e-01
1.2462e-02	9.3977e-01
1.2518e-02	9.4726e-01
1.2573e-02	9.5448e-01
1.2628e-02	9.6176e-01
1.2683e-02	9.6847e-01
1.2739e-02	9.7497e-01
1.2794e-02	9.8127e-01
1.2849e-02	9.8736e-01
1.2905e-02	9.9328e-01
1.2960e-02	9.9902e-01
1.3015e-02	1.0049e+00
1.3070e-02	1.0103e+00
1.3126e-02	1.0156e+00
1.3181e-02	1.0207e+00
1.3236e-02	1.0257e+00
1.3291e-02	1.0306e+00
1.3347e-02	1.0353e+00
1.3402e-02	1.0402e+00
1.3457e-02	1.0447e+00
1.3513e-02	1.0491e+00
1.3568e-02	1.0534e+00
