1.3623e-02	1.0576e+00
1.3678e-02	1.0617e+00
1.3734e-02	1.0657e+00
1.3789e-02	1.0700e+00
1.3844e-02	1.0738e+00
1.3899e-02	1.0776e+00
1.3955e-02	1.0813e+00
1.4010e-02	1.0849e+00
1.4065e-02	1.0884e+00
1.4121e-02	1.0919e+00
1.4176e-02	1.0956e+00
1.4231e-02	1.0990e+00
1.4286e-02	1.1022e+00
1.4342e-02	1.1054e+00
1.4397e-02	1.1086e+00
1.4452e-02	1.1117e+00
1.4508e-02	1.1147e+00
1.4563e-02	1.1181e+00
1.4618e-02	1.1210e+00
1.4673e-02	1.1239e+00
1.4729e-02	1.1267e+00
1.4784e-02	1.1295e+00
1.4839e-02	1.1323e+00
1.4894e-02	1.1350e+00
1.4950e-02	1.1380e+00
1.5005e-02	1.1406e+00
1.5060e-02	1.1432e+00
1.5116e-02	1.1457e+00
1.5171e-02	1.1482e+00
1.5226e-02	1.1507e+00
1.5281e-02	1.1534e+00
1.5337e-02	1.1558e+00
1.5392e-02	1.1582e+00
1.5447e-02	1.1605e+00
1.5503e-02	1.1628e+00
1.5558e-02	1.1650e+00
1.5613e-02	1.1673e+00
1.5668e-02	1.1698e+00
1.5724e-02	1.1720e+00
1.5779e-02	1.1741e+00
1.5834e-02	1.1762e+00
1.5889e-02	1.1783e+00
1.5945e-02	1.1804e+00
1.6000e-02	1.1824e+00
